Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2021-03-30,117.42002868652344,152.76449584960938,101.95391845703125,224.6265411376953,211.8733367919922
2021-03-31,119.62347412109375,154.70399475097656,102.75350952148438,228.42442321777344,222.64332580566406
2021-04-01,120.45589447021484,158.0500030517578,106.1043701171875,234.7994384765625,220.5833282470703
2021-04-05,123.2959213256836,161.3365020751953,110.54725646972656,241.31008911132812,230.35000610351562
2021-04-06,123.59950256347656,161.1909942626953,110.06400299072266,240.1377716064453,230.5399932861328
2021-04-07,125.25453186035156,163.96949768066406,111.54713439941406,242.11419677734375,223.6566619873047
2021-04-08,127.66366577148438,164.96499633789062,112.11507415771484,245.3598175048828,227.93333435058594
2021-04-09,130.24905395507812,168.61000061035156,113.12342071533203,247.8788604736328,225.67333984375
2021-04-12,128.52548217773438,168.96949768066406,111.82563018798828,247.9369659423828,233.9933319091797
2021-04-13,131.6494903564453,170.0,112.31434631347656,250.4365692138672,254.10667419433594
2021-04-14,129.2991180419922,166.64999389648438,111.69060516357422,247.6269073486328,244.07666015625
2021-04-15,131.71804809570312,168.95449829101562,113.84978485107422,251.4151153564453,246.28334045410156
2021-04-16,131.38511657714844,169.9720001220703,113.72523498535156,252.6165008544922,246.5933380126953
2021-04-19,132.05099487304688,168.60049438476562,114.07447052001953,250.6787567138672,238.2100067138672
2021-04-20,130.35679626464844,166.7344970703125,113.5389175415039,250.21376037597656,239.663330078125
2021-04-21,130.73870849609375,168.1009979248047,113.50603485107422,252.4615020751953,248.0399932861328
2021-04-22,129.2110137939453,165.45199584960938,112.21919250488281,249.15769958496094,239.89666748046875
2021-04-23,131.54176330566406,167.04400634765625,114.58113098144531,253.01373291015625,243.13333129882812
2021-04-26,131.93348693847656,170.4499969482422,115.07933044433594,253.40126037597656,246.06666564941406
2021-04-27,131.6103057861328,170.8715057373047,114.13525390625,253.80813598632812,234.913330078125
2021-04-28,130.8170623779297,172.9250030517578,117.52596282958984,246.62901306152344,231.46665954589844
2021-04-29,130.7191162109375,173.5655059814453,119.20587158203125,244.64288330078125,225.6666717529297
2021-04-30,128.74090576171875,173.37100219726562,117.24996185302734,244.3231658935547,236.47999572753906
2021-05-03,129.798583984375,169.32449340820312,116.7308349609375,244.0131378173828,228.3000030517578
2021-05-04,125.2055892944336,165.593505859375,114.92488861083984,240.0699462890625,224.53334045410156
2021-05-05,125.45040130615234,163.52699279785156,115.3204574584961,238.79107666015625,223.64666748046875
2021-05-06,127.05648040771484,165.31849670410156,116.44537353515625,241.94952392578125,221.17999267578125
2021-05-07,127.7333755493164,164.58050537109375,117.17173767089844,244.59446716308594,224.1233367919922
2021-05-10,124.43726348876953,159.52450561523438,114.17361450195312,239.47894287109375,209.67999267578125
2021-05-11,123.51513671875,161.19549560546875,113.09302520751953,238.5585479736328,205.73333740234375
2021-05-12,120.43487548828125,157.5970001220703,109.6151351928711,231.55381774902344,196.6300048828125
2021-05-13,122.593017578125,158.07350158691406,111.04944610595703,235.458251953125,190.56333923339844
2021-05-14,125.02584838867188,161.14500427246094,113.50752258300781,240.41871643066406,196.5800018310547
2021-05-17,123.86829376220703,163.51950073242188,114.03262329101562,237.54127502441406,192.27667236328125
2021-05-18,122.47529602050781,161.61399841308594,112.71489715576172,235.50669860839844,192.6233367919922
2021-05-19,122.318359375,161.58999633789062,113.16476440429688,236.08932495117188,187.82000732421875
2021-05-20,124.88851928710938,162.38400268554688,114.93087005615234,239.35215759277344,195.5933380126953
2021-05-21,123.04427337646484,160.1540069580078,114.29218292236328,238.08004760742188,193.6266632080078
2021-05-24,124.68252563476562,162.24949645996094,117.62560272216797,243.52783203125,202.14666748046875
2021-05-25,124.4863052368164,162.95249938964844,117.71676635742188,244.4406280517578,201.56333923339844
2021-05-26,124.43726348876953,163.25799560546875,118.58561706542969,244.21731567382812,206.3766632080078
2021-05-27,122.89713287353516,161.5054931640625,117.70730590820312,242.10032653808594,210.28334045410156
2021-05-28,122.23986053466797,161.15350341796875,117.41685485839844,242.45960998535156,208.4066619873047
2021-06-01,121.91614532470703,160.9324951171875,118.62895965576172,240.24557495117188,207.96665954589844
2021-06-02,122.68132019042969,161.69949340820312,118.10137176513672,240.1484375,201.7066650390625
2021-06-03,121.19023132324219,159.35049438476562,116.95503234863281,238.60443115234375,190.94667053222656
2021-06-04,123.49552154541016,160.31100463867188,119.24622344970703,243.5375213623047,199.68333435058594
2021-06-07,123.50534057617188,159.90049743652344,119.68113708496094,246.47021484375,201.7100067138672
2021-06-08,124.32936096191406,163.20550537109375,119.48883819580078,245.2660675048828,201.19667053222656
2021-06-09,124.71195220947266,164.0574951171875,119.96212768554688,246.2565460205078,199.5933380126953
2021-06-10,123.71133422851562,167.4824981689453,121.31671905517578,249.8009796142578,203.3733367919922
2021-06-11,124.92774963378906,167.3415069580078,121.07111358642578,250.43223571777344,203.29666137695312
2021-06-14,127.99822998046875,169.19349670410156,122.00322723388672,252.37435913085938,205.89666748046875
2021-06-15,127.17418670654297,169.156494140625,120.9809341430664,250.88861083984375,199.7866668701172
2021-06-16,127.67449951171875,170.7624969482422,120.33626556396484,249.93699645996094,201.6233367919922
2021-06-17,129.28329467773438,174.46200561523438,121.30376434326172,253.35519409179688,205.53334045410156
2021-06-18,127.97863006591797,174.34500122070312,119.67716217041016,251.92771911621094,207.77000427246094
2021-06-21,129.7836151123047,172.697998046875,121.37251281738281,255.03517150878906,206.94332885742188
2021-06-22,131.43162536621094,175.27200317382812,121.88864135742188,257.8318786621094,207.90333557128906
2021-06-23,131.15696716308594,175.1909942626953,121.68587493896484,257.59881591796875,218.85667419433594
2021-06-24,130.8725128173828,172.45399475097656,122.05752563476562,258.97772216796875,226.60667419433594
2021-06-25,130.57821655273438,170.072998046875,122.06600189208984,257.3560485839844,223.9566650390625
2021-06-28,132.2164306640625,172.1945037841797,122.0934066772461,260.9490051269531,229.57333374023438
2021-06-29,133.73696899414062,172.40699768066406,121.83084869384766,263.5515441894531,226.9199981689453
2021-06-30,134.35498046875,172.00799560546875,121.64851379394531,263.0660705566406,226.56666564941406
2021-07-01,134.65908813476562,171.64849853515625,122.00224304199219,263.7457275390625,225.97332763671875
2021-07-02,137.29794311523438,175.5489959716797,124.8050765991211,269.62078857421875,226.3000030517578
2021-07-06,139.31875610351562,183.78700256347656,125.73421478271484,269.6304626464844,219.86000061035156
2021-07-07,141.82025146484375,184.82899475097656,126.01717376708984,271.8348388671875,214.88333129882812
2021-07-08,140.51553344726562,186.57049560546875,124.59234619140625,269.3974304199219,217.60333251953125
2021-07-09,142.34996032714844,185.9669952392578,125.06512451171875,269.9024658203125,218.98333740234375
2021-07-12,141.7515411376953,185.92750549316406,126.5168685913086,269.30035400390625,228.56666564941406
2021-07-13,142.869873046875,183.8679962158203,126.88154602050781,272.8544616699219,222.84666442871094
2021-07-14,146.3131103515625,184.08399963378906,127.7738037109375,274.34027099609375,217.7933349609375
2021-07-15,145.65585327148438,181.55999755859375,126.54624938964844,272.9030456542969,216.86666870117188
2021-07-16,143.60560607910156,178.68150329589844,126.51139068603516,272.6311340332031,214.74000549316406
2021-07-19,139.7405242919922,177.47950744628906,124.1280288696289,268.9992980957031,215.4066619873047
2021-07-20,143.3701629638672,178.6595001220703,125.7536392211914,271.2424621582031,220.1666717529297
2021-07-21,142.63441467285156,179.25999450683594,127.08830261230469,273.26226806640625,218.42999267578125
2021-07-22,144.00782775878906,181.90150451660156,127.95763397216797,277.8652648925781,216.4199981689453
2021-07-23,145.73431396484375,182.83200073242188,132.5345458984375,281.2931823730469,214.4600067138672
2021-07-26,146.15615844726562,184.99099731445312,133.55087280273438,280.6911315917969,219.2066650390625
2021-07-27,143.97836303710938,181.3195037841797,131.42356872558594,278.2537536621094,214.92666625976562
2021-07-28,142.222412109375,181.51600646972656,135.60243225097656,277.94293212890625,215.66000366210938
2021-07-29,142.869873046875,179.99600219726562,135.28707885742188,278.21484375,225.78334045410156
2021-07-30,143.085693359375,166.37950134277344,134.2398681640625,276.6708679199219,229.06666564941406
2021-08-02,142.7521514892578,166.57400512695312,134.36741638183594,276.5834655761719,236.55667114257812
2021-08-03,144.5571746826172,168.31199645996094,135.14012145996094,278.81695556640625,236.5800018310547
2021-08-04,144.15496826171875,167.73599243164062,134.63743591308594,278.224609375,236.97332763671875
2021-08-05,144.26287841796875,168.79949951171875,135.7593536376953,281.1474304199219,238.2100067138672
2021-08-06,143.57516479492188,167.2469940185547,135.24819946289062,281.0892333984375,233.03334045410156
2021-08-09,143.52601623535156,167.093505859375,136.41847229003906,279.991943359375,237.9199981689453
2021-08-10,143.044677734375,166.03399658203125,136.3128662109375,278.1566162109375,236.663330078125
2021-08-11,143.30007934570312,164.60549926757812,135.78677368164062,278.65179443359375,235.94000244140625
2021-08-12,146.27688598632812,165.1750030517578,136.69845581054688,281.4291076660156,240.75
2021-08-13,146.48316955566406,164.69850158691406,137.2300262451172,284.3812561035156,239.05667114257812
2021-08-16,148.46775817871094,164.94949340820312,137.8099365234375,286.0806579589844,228.72332763671875
2021-08-17,147.55409240722656,162.09800720214844,136.16787719726562,284.60455322265625,221.90333557128906
2021-08-18,143.79129028320312,160.06100463867188,134.95977783203125,282.863037109375,229.663330078125
2021-08-19,144.12533569335938,159.3874969482422,135.18991088867188,288.7395324707031,224.49000549316406
2021-08-20,145.58921813964844,159.99749755859375,136.93312072753906,296.1241760253906,226.75332641601562
2021-08-23,147.08250427246094,163.2935028076172,139.5356903076172,296.4063720703125,235.43333435058594
2021-08-24,146.9940643310547,165.28900146484375,140.7512664794922,294.4313049316406,236.163330078125
2021-08-25,145.75621032714844,164.95899963378906,141.56581115722656,293.8377990722656,237.06666564941406
2021-08-26,144.95059204101562,165.8000030517578,140.92962646484375,290.99676513671875,233.72000122070312
2021-08-27,145.99200439453125,167.48150634765625,143.48385620117188,291.6097717285156,237.30667114257812
2021-08-30,150.43264770507812,171.07850646972656,144.0682373046875,295.3750305175781,243.6366729736328
2021-08-31,149.165283203125,173.5395050048828,144.17483520507812,293.7112731933594,245.24000549316406
2021-09-01,149.8333740234375,173.9499969482422,144.69097900390625,293.66259765625,244.69667053222656
2021-09-02,150.95335388183594,173.156005859375,142.76943969726562,293.0010681152344,244.1300048828125
2021-09-03,151.5919647216797,173.90249633789062,143.22030639648438,292.9913635253906,244.52333068847656
2021-09-07,153.94000244140625,175.46449279785156,143.75936889648438,292.0572814941406,250.97332763671875
2021-09-08,152.38771057128906,176.27499389648438,143.17198181152344,292.08642578125,251.2899932861328
2021-09-09,151.36598205566406,174.20799255371094,143.02252197265625,289.20654296875,251.6199951171875
2021-09-10,146.35546875,173.45750427246094,140.36715698242188,287.70819091796875,245.42333984375
2021-09-13,146.9253692626953,172.85850524902344,141.8184051513672,288.95367431640625,247.6666717529297
2021-09-14,145.52040100097656,172.5,142.02963256835938,291.6778564453125,248.163330078125
2021-09-15,146.41445922851562,173.7895050048828,143.90782165527344,296.5718078613281,251.94332885742188
2021-09-16,146.1786346435547,174.41200256347656,143.09127807617188,296.96087646484375,252.3300018310547
2021-09-17,143.49655151367188,173.12600708007812,140.29144287109375,291.75567626953125,253.163330078125
2021-09-20,140.4313201904297,167.7864990234375,138.21844482421875,286.3363952636719,243.38999938964844
2021-09-21,140.91273498535156,167.18150329589844,138.53082275390625,286.82281494140625,246.4600067138672
2021-09-22,143.29026794433594,169.00250244140625,139.77679443359375,290.5006408691406,250.64666748046875
2021-09-23,144.25303649902344,170.8000030517578,140.7059326171875,291.4541015625,251.2133331298828
2021-09-24,144.34146118164062,171.2760009765625,141.70132446289062,291.249755859375,258.1300048828125
2021-09-27,142.81866455078125,170.2899932861328,140.5624542236328,286.21002197265625,263.78668212890625
2021-09-28,139.41937255859375,165.79800415039062,135.33938598632812,275.8480529785156,259.1866760253906
2021-09-29,140.3232421875,165.05599975585938,133.8682098388672,276.3150939941406,260.4366760253906
2021-09-30,139.01658630371094,164.2519989013672,133.1931610107422,274.2913818359375,258.49334716796875
2021-10-01,140.1464080810547,164.16299438476562,136.0498046875,281.2771301269531,258.40667724609375
2021-10-04,136.69802856445312,159.48899841308594,133.17672729492188,275.4491882324219,260.510009765625
2021-10-05,138.6334686279297,161.0500030517578,135.53167724609375,280.94635009765625,260.1966552734375
2021-10-06,139.50782775878906,163.10049438476562,137.068115234375,285.1785888671875,260.9166564941406
2021-10-07,140.7751922607422,165.1215057373047,138.7221221923828,286.8715515136719,264.53668212890625
2021-10-08,140.39202880859375,164.43099975585938,139.28060913085938,286.8715515136719,261.8299865722656
2021-10-11,140.30360412597656,162.31500244140625,138.4122314453125,286.268310546875,263.9800109863281
2021-10-12,139.0264129638672,162.3665008544922,135.95614624023438,284.954833984375,268.5733337402344
2021-10-13,138.4369354248047,164.21400451660156,137.08505249023438,288.2920227050781,270.3599853515625
2021-10-14,141.2369384765625,164.9929962158203,140.6411590576172,294.5577697753906,272.7733459472656
2021-10-15,142.29795837402344,170.4510040283203,140.8573760986328,295.9782409667969,281.010009765625
2021-10-18,143.9779815673828,172.33700561523438,142.2622833251953,298.97491455078125,290.03668212890625
2021-10-19,146.14918518066406,172.20750427246094,142.71963500976562,299.8894958496094,288.0899963378906
2021-10-20,146.640380859375,170.7530059814453,141.25692749023438,299.09161376953125,288.6000061035156
2021-10-21,146.85653686523438,171.75050354003906,141.37350463867188,302.35101318359375,298.0
2021-10-22,146.0803985595703,166.77749633789062,137.06961059570312,300.7943420410156,303.2266540527344
2021-10-25,146.0312957763672,166.01849365234375,136.95054626464844,299.792236328125,341.6199951171875
2021-10-26,146.6993408203125,168.80349731445312,138.80532836914062,301.71856689453125,339.4766540527344
2021-10-27,146.2375946044922,169.62449645996094,145.68934631347656,314.4252624511719,345.9533386230469
2021-10-28,149.89231872558594,172.32850646972656,145.3221893310547,315.5732727050781,359.0133361816406
2021-10-29,147.17092895507812,168.6215057373047,147.51126098632812,322.6465759277344,371.3333435058594
2021-11-01,146.34567260742188,165.90550231933594,142.9786834716797,320.45745849609375,402.86334228515625
2021-11-02,147.38705444335938,165.6374969482422,144.9071807861328,324.11572265625,390.6666564941406
2021-11-03,148.83128356933594,169.1999969482422,146.06849670410156,324.96209716796875,404.6199951171875
2021-11-04,148.31057739257812,173.85000610351562,147.73196411132812,327.33612060546875,409.9700012207031
2021-11-05,148.8418426513672,175.94949340820312,148.31436157226562,326.96636962890625,407.36334228515625
2021-11-08,148.01541137695312,174.44900512695312,148.49270629882812,327.8712463378906,387.64666748046875
2021-11-09,148.3794403076172,178.81149291992188,148.380615234375,326.85943603515625,341.1666564941406
2021-11-10,145.5360107421875,174.1024932861328,145.36654663085938,321.8487243652344,355.98333740234375
2021-11-11,145.48683166503906,173.625,145.239990234375,323.4346008300781,354.5033264160156
2021-11-12,147.5726318359375,176.25750732421875,148.14097595214844,327.6085205078125,344.47332763671875
2021-11-15,147.58250427246094,177.28399658203125,147.91580200195312,326.97613525390625,337.7966613769531
2021-11-16,148.5663604736328,177.03500366210938,147.34188842773438,330.3230895996094,351.57666015625
2021-11-17,151.01622009277344,177.4499969482422,147.5122528076172,330.5472717285156,363.0033264160156
2021-11-18,155.3256072998047,184.80299377441406,149.29730224609375,332.64288330078125,365.4599914550781
2021-11-19,157.96246337890625,183.82850646972656,148.38858032226562,334.43634033203125,379.0199890136719
2021-11-22,158.42489624023438,178.6284942626953,145.7735595703125,331.2392883300781,385.6233215332031
2021-11-23,158.80859375,179.0019989013672,145.25543212890625,329.14361572265625,369.6766662597656
2021-11-24,159.33006286621094,179.02049255371094,145.59222412109375,329.3678283691406,372.0
2021-11-26,154.28273010253906,175.22799682617188,141.66943359375,321.34588623046875,360.6400146484375
2021-11-29,157.65744018554688,178.07850646972656,145.00485229492188,328.1202087402344,378.9966735839844
2021-11-30,162.6359100341797,175.35350036621094,141.38497924804688,322.23291015625,381.586669921875
2021-12-01,162.1144256591797,172.18600463867188,140.54202270507812,321.7357177734375,365.0
2021-12-02,161.12071228027344,171.8679962158203,142.44960021972656,321.16064453125,361.5333251953125
2021-12-03,159.23165893554688,169.489501953125,141.4886016845703,314.844482421875,338.3233337402344
2021-12-06,162.65562438964844,171.36849975585938,142.63792419433594,317.944091796875,336.336669921875
2021-12-07,168.42111206054688,176.1645050048828,146.737548828125,326.45343017578125,350.5833435058594
2021-12-08,172.25828552246094,176.1580047607422,147.65126037597656,326.5021057128906,356.32000732421875
2021-12-09,171.7466583251953,174.17100524902344,147.10523986816406,324.679443359375,334.6000061035156
2021-12-10,176.55784606933594,172.21200561523438,147.4669189453125,333.88079833984375,339.010009765625
2021-12-13,172.90765380859375,169.5675048828125,145.29978942871094,330.8201599121094,322.13665771484375
2021-12-14,171.52037048339844,169.0915069580078,143.38722229003906,320.0397033691406,319.5033264160156
2021-12-15,176.4102783203125,173.31500244140625,145.91204833984375,326.1902160644531,325.3299865722656
2021-12-16,169.4837188720703,168.87100219726562,143.9232635498047,316.6867370605469,308.97332763671875
2021-12-17,168.3817596435547,170.0175018310547,141.21310424804688,315.614501953125,310.8566589355469
2021-12-20,167.01419067382812,167.07899475097656,141.0955047607422,311.82281494140625,299.9800109863281
2021-12-21,170.20199584960938,170.41700744628906,142.9542694091797,319.0163269042969,312.84332275390625
2021-12-22,172.80926513671875,171.03700256347656,145.88613891601562,324.7769775390625,336.2900085449219
2021-12-23,173.43894958496094,171.06849670410156,146.38584899902344,326.2291564941406,355.6666564941406
2021-12-27,177.4236602783203,169.66949462890625,147.3722686767578,333.7931213378906,364.64666748046875
2021-12-28,176.40045166015625,170.66099548339844,146.15716552734375,332.6233215332031,362.8233337402344
2021-12-29,176.48899841308594,169.2010040283203,146.1252899169922,333.30572509765625,362.0633239746094
2021-12-30,175.32797241210938,168.64450073242188,145.6724395751953,330.7422180175781,356.7799987792969
2021-12-31,174.70816040039062,166.7169952392578,144.3288116455078,327.81805419921875,352.260009765625
2022-01-03,179.07659912109375,170.4044952392578,144.46778869628906,326.2876892089844,399.9266662597656
2022-01-04,176.80380249023438,167.52200317382812,143.87794494628906,320.6928405761719,383.1966552734375
2022-01-05,172.10084533691406,164.35699462890625,137.27735900878906,308.382080078125,362.7066650390625
2022-01-06,169.2279510498047,163.25399780273438,137.2499542236328,305.9453125,354.8999938964844
2022-01-07,169.39520263671875,162.5540008544922,136.52210998535156,306.1012878417969,342.32000732421875
2022-01-10,169.4148712158203,161.48599243164062,138.1686248779297,306.325439453125,352.7066650390625
2022-01-11,172.25828552246094,165.36199951171875,139.2312774658203,307.0174560546875,354.79998779296875
2022-01-12,172.7010498046875,165.20700073242188,140.91964721679688,310.22430419921875,368.739990234375
2022-01-13,169.4148712158203,161.21400451660156,138.08644104003906,297.0948181152344,343.85333251953125
2022-01-14,170.28065490722656,162.13800048828125,138.97669982910156,302.3583068847656,349.8699951171875
2022-01-18,167.06338500976562,158.91749572753906,135.50677490234375,294.9991760253906,343.5033264160156
2022-01-19,163.55091857910156,156.2989959716797,134.62844848632812,295.6619567871094,331.8833312988281
2022-01-20,161.858642578125,151.66749572753906,132.82598876953125,293.9757385253906,332.0899963378906
2022-01-21,159.79249572753906,142.64300537109375,129.88067626953125,288.5465393066406,314.6333312988281
2022-01-24,159.0152130126953,144.54400634765625,130.33154296875,288.8779296875,310.0
2022-01-25,157.20486450195312,139.98599243164062,126.47650909423828,281.1971740722656,306.1333312988281
2022-01-26,157.11631774902344,138.87249755859375,128.76620483398438,289.2093200683594,312.4700012207031
2022-01-27,156.6538848876953,139.6374969482422,128.53904724121094,292.26019287109375,276.3666687011719
2022-01-28,167.58485412597656,143.97799682617188,132.8693389892578,300.4673767089844,282.1166687011719
2022-01-31,171.96311950683594,149.57350158691406,134.8147735595703,303.1185607910156,312.239990234375
2022-02-01,171.79588317871094,151.19349670410156,137.14682006835938,300.9547119140625,310.4166564941406
2022-02-02,173.0060577392578,150.6125030517578,147.46543884277344,305.535888671875,301.88665771484375
2022-02-03,170.11337280273438,138.8455047607422,142.57315063476562,293.63458251953125,297.0466613769531
2022-02-04,169.82774353027344,157.63949584960938,142.7754364013672,298.2060546875,307.7733459472656
2022-02-07,169.1085968017578,157.9355010986328,138.69821166992188,293.3421630859375,302.4466552734375
2022-02-08,172.23146057128906,161.4134979248047,138.89549255371094,296.8609313964844,307.3333435058594
2022-02-09,173.659912109375,161.1894989013672,141.08056640625,303.3427429199219,310.6666564941406
2022-02-10,169.56173706054688,159.0034942626953,138.1193084716797,294.73602294921875,301.51666259765625
2022-02-11,166.13348388671875,153.2935028076172,133.7974853515625,287.58154296875,286.6666564941406
2022-02-14,166.36988830566406,155.16700744628906,135.03648376464844,287.5425720214844,291.9200134277344
2022-02-15,170.2218017578125,156.510498046875,136.11508178710938,292.8742980957031,307.4766540527344
2022-02-16,169.98538208007812,158.10049438476562,137.24049377441406,292.5324401855469,307.7966613769531
2022-02-17,166.36988830566406,154.65249633789062,132.06027221679688,283.9664611816406,292.1166687011719
2022-02-18,164.81338500976562,152.60150146484375,129.93199157714844,281.2315979003906,285.6600036621094
2022-02-22,161.87765502929688,150.19749450683594,129.34461975097656,281.0265197753906,273.84332275390625
2022-02-23,157.6908721923828,144.82699584960938,127.12715148925781,273.74981689453125,254.67999267578125
2022-02-24,160.3211669921875,151.35800170898438,132.21170043945312,287.73663330078125,266.92333984375
2022-02-25,162.39981079101562,153.7884979248047,133.9738311767578,290.3933410644531,269.9566650390625
2022-02-28,162.66578674316406,153.56300354003906,134.56918334960938,291.8389587402344,290.1433410644531
2022-03-01,160.7743377685547,151.14199829101562,133.5772705078125,288.08831787109375,288.1233215332031
2022-03-02,164.08438110351562,152.05250549316406,134.08543395996094,293.2064208984375,293.2966613769531
2022-03-03,163.75927734375,147.89849853515625,133.41586303710938,289.0357666015625,279.7633361816406
2022-03-04,160.74476623535156,145.64100646972656,131.43003845214844,283.1166687011719,279.42999267578125
2022-03-07,156.93231201171875,137.4530029296875,125.9220199584961,272.42144775390625,268.1933288574219
2022-03-08,155.09994506835938,136.01449584960938,126.64539337158203,269.4325866699219,274.79998779296875
2022-03-09,160.5280303955078,139.2790069580078,132.93807983398438,281.788330078125,286.3233337402344
2022-03-10,156.1638641357422,146.8175048828125,131.951171875,278.946044921875,279.4333190917969
